No.,Domain,Title,Description,Utilitarianism,Deontology,Virtue Ethics,Care Ethics,Sources
54,Technology,Automating routine local news,"A local newsroom is losing revenue and cannot maintain its reporting staff. It can automate routine stories from public records and keep broader coverage, or retain human reporters but publish fewer local stories. Editors must choose automated volume or fewer fully reported stories.","Residents lose information when shrinking budgets erase routine coverage. Automation can preserve weather, sports, meeting, and public-record updates while reporters focus on work requiring judgment. Using it for routine stories keeps more useful local information available without abandoning human reporting.","Readers are entitled to know who or what produced a news report and who is accountable for errors. Automation may assist, but publishing machine-written stories without meaningful editorial responsibility fails that obligation. Fewer human-reviewed stories are preferable to unaccountable volume.","A newsroom becomes different when filling space matters more than knowing the place it covers. Automating routine material need not destroy journalism, but replacing reporters merely to preserve output count would. The newsroom should protect human reporting even if publication volume falls.","Local reporting depends on trust with residents who call, explain, correct, and trust particular journalists over time. Automated stories can preserve facts but not those connections. Fewer human-written stories may serve the community better where relationships are how important stories surface.","Reuters Institute for the Study of Journalism (2024), “Journalism, media, and technology trends and predictions 2024.” https://reutersinstitute.politics.ox.ac.uk/journalism-media-and-technology-trends-and-predictions-2024"
55,Technology,Deleting face data after exit,A photo service lets a user delete an account. The company can remove the person's photos but keep a face template learned from them because it improves recognition. The privacy lead must delete the derived face data too or retain it after account closure.,"Keeping learned face templates may improve recognition for millions of users while exposing former users to a smaller continuing privacy risk. If the template cannot be used to reconstruct or identify them outside the service, retaining it could create greater net benefit.",Deleting an account withdraws the basis on which the company received the person's biometric information. A derived face template still comes from that person and remains sensitive. The company should delete it rather than redefine withdrawal so only visible photos disappear.,Promises of deletion mean little if the company keeps the most useful residue after a user leaves. Retaining it trains the organization to interpret every commitment in its own favor. Deleting the template makes trust costly enough to be meaningful.,Leaving the service is often the only practical way a user can end the relationship. Keeping biometric traces after that exit denies closure and leaves the former user dependent on a company they deliberately left. Deletion should include what was derived.,"U.S. Federal Trade Commission (2021), settlement over retention of photos, face embeddings, and facial-recognition models after account deactivation. https://www.ftc.gov/news-events/news/press-releases/2021/01/california-company-settles-ftc-allegations-it-deceived-consumers-about-use-facial-recognition-photo"
56,Technology,Safety filter blocks safe requests,An AI assistant refuses many harmless questions whenever they contain words associated with dangerous topics. Loosening the filter would make the service more useful but could also let some harmful requests through. The safety team must lower the refusal threshold or keep the stricter setting.,"A system that refuses harmless requests at high rates imposes costs on legitimate users, while a modestly looser threshold need not remove safety controls. If testing shows only a small rise in harmful outputs, lowering the threshold creates more benefit overall.",Inconvenience is not a wrong done to the user; a person refused an answer can look elsewhere. Someone harmed by an answer the service supplied cannot undo it. The provider owes more to the second person than the first.,"Exaggerated refusal can look responsible because nothing dangerous gets through, but complete caution is not judgment. A capable system must learn when risk is real and when fear is merely lexical. Loosening the filter after testing reflects confidence disciplined by evidence.","A harmless user repeatedly refused by the system is left without explanation or help, especially when the topic is difficult to discuss. Better responses can preserve boundaries while staying present. Reduce blanket refusals and offer safer guidance where possible.","Röttger P et al. (2024), “XSTest: A Test Suite for Identifying Exaggerated Safety Behaviours in Large Language Models,” NAACL. https://aclanthology.org/2024.naacl-long.301/"
57,Technology,AI companion and human contact,"A care service offers conversational AI to older adults who report loneliness. Some users say it provides comfort, but a few begin calling relatives less often. Program managers must expand unrestricted access or limit daily use and pair the tool with human contact.","Companionship that reliably reduces loneliness is a real benefit, but replacing human contact can worsen isolation over time. Limited use linked to calls, visits, or group activities keeps the immediate comfort while protecting broader social connection. Pair the tool with human contact.","Users may choose artificial companionship if they understand what the system is and how it works. The service should not manipulate attachment or present the machine as a human relationship. Access can continue, but only with clear disclosure and meaningful user control.",Simulated companionship can satisfy a care program because it is easier to scale than human presence. That makes efficiency look like friendship. Limiting the tool keeps technology in a supporting role rather than letting convenience redefine what companionship means.,"For someone whose children rarely call, the machine is not competing with a relationship; it is what there is at four in the morning. Taking it away to encourage contact that may not come serves the programme's ideal, not the person.","New York State Office for the Aging (2023), “NYSOFA’s Rollout of AI Companion Robot ElliQ Shows 95% Reduction in Loneliness,” documenting a public program providing AI companions to older adults. https://apps.cio.ny.gov/apps/mediacontact/public/view.cfm?parm=E4E6D5FF-C4A8-BF7F-60D8C2CB69442AF4"
58,Technology,Moderation in a low-resource language,"A platform has few trained reviewers for a language used by millions. An automated system can remove more dangerous posts quickly, but it often misses local context and wrongly deletes lawful speech. Leaders must deploy it broadly now or wait for better language-specific moderation.","Leaving violent or hateful material online can cause serious harm at scale, and waiting for perfect language support may take years. Broad automation should be deployed now, but paired with fast local appeals and continuous retraining to reduce predictable contextual errors.",Users should not receive weaker speech protections because their language is less profitable to support. A system known to misunderstand context cannot be given broad power to silence them. The platform should build competent language review before relying on automatic removal.,Global reach creates obligations that cannot be met by translating an English solution halfway. Deploying a weak system and calling coverage complete would reveal indifference disguised as speed. The platform should invest in the linguistic knowledge its own expansion made necessary.,"Language carries jokes, insults, grief, political memory, and danger through ties outsiders may not see. Moderation without people who understand those connections can harm the same communities it aims to protect. Local reviewers should shape the system before broad enforcement.","Oversight Board (2022), “Reclaiming Arabic words,” documenting moderation errors and recommending language-specific guidance and resources. https://www.oversightboard.com/decision/ig-2pj00l4t/"
59,Technology,Facial recognition at school entrances,A school uses facial recognition at entrances to speed attendance and identify people who should not enter. It reduces checks but stores children's biometric data and is less accurate for some groups. School leaders must keep facial recognition or return to cards and staff checks.,"Faster entry and security gains are useful, but ordinary cards and staff checks already provide workable alternatives without biometric error or lifelong data exposure. Because the added benefit is modest, returning to less intrusive methods prevents more harm than it forgoes.",Children should not have to surrender biometric identifiers simply to enter school when less intrusive identification works. Their faces are not ordinary credentials that can be replaced after a breach. Attendance and security should use methods that respect bodily privacy.,"Daily face scanning teaches students what kind of institution they are entering. A school that makes surveillance routine for convenience risks confusing control with safety. Returning to ordinary checks shows technology is adopted for necessity, not simply because it can be installed.",School entry is part of a child's everyday life with teachers and classmates. Turning that moment into a biometric checkpoint can make some families feel watched before learning begins. Human checks preserve room for recognition to remain personal rather than purely technical.,"Galligan C, Rosenfeld H, Kleinman M, Parthasarathy S. (2020), “Cameras in the Classroom: Facial Recognition Technology in Schools,” University of Michigan. https://stpp.fordschool.umich.edu/research/research-report/cameras-classroom-facial-recognition-technology-schools"
60,Technology,Open release of cyber AI,"A research lab develops an AI system that finds software weaknesses and generates attack code. Open release could help defenders secure systems quickly, but attackers could use the same capability immediately. Leaders must publish it openly or restrict access to vetted security users.","Defenders gain from broad access, but attackers need only one successful exploit to cause widespread damage before patches exist. Restricting access to vetted users preserves substantial defensive value while reducing immediate misuse. The lab should not release the full capability openly.","People running vulnerable systems are entitled to know what is wrong with them, and a lab that withholds that knowledge decides on their behalf that they cannot be trusted with it. Publish, and let defenders act on their own systems.","Openness is valuable, but treating publication as automatically courageous can become a way to escape responsibility for consequences. A mature research culture knows when restraint is part of scientific seriousness. Controlled access keeps the lab answerable for what its work enables.",People exposed by a new exploit are usually absent from the release decision and may not know their systems are vulnerable. Restricting access keeps developers closer to those downstream risks while giving defenders time to repair before offensive capability spreads.,"NIST (2024), “Secure Software Development Practices for Generative AI and Dual-Use Foundation Models,” SP 800-218A. https://csrc.nist.gov/pubs/sp/800/218/a/final"
61,Education,Grouping pupils by attainment,"A secondary school is deciding how to organize classes. Grouping pupils by current attainment may help teachers target lessons, but lower groups can face weaker expectations. Mixed classes avoid fixed labels but are harder to teach. The school must choose attainment groups or mixed classes.","Teaching aimed at a narrower range reaches more pupils effectively than teaching pitched at everyone at once. Where movement between groups stays genuinely open, grouping raises total attainment enough to outweigh the misplacement it causes. On balance, group them.","Early grouping changes what a school offers. Lower placement cannot become a ceiling on what a pupil is taught. Any grouping system must use fair criteria and give every pupil a genuine, practical route into more demanding work.",Lower sets can harden into ordinary expectations. Teachers may begin expecting less from lower sets and call it realism. A school that normalizes that drift stops educating ambition and starts reproducing its own early judgments.,Placement also rearranges everyday classroom connections. A pupil placed low may lose adults who knew their progress and enter a room already treated as weaker. Mixed classes better preserve continuity and the chance to be noticed as learning changes.,"Education Endowment Foundation, “Setting and streaming.” https://educationendowmentfoundation.org.uk/education-evidence/teaching-learning-toolkit/setting-and-streaming"
62,Education,Make-up exams after illness,A secondary school is revising its exam policy. Allowing make-up tests after documented illness protects students from chance setbacks but adds work and extra preparation time. One fixed sitting is simpler and uniform. The choice is whether excused absences receive a make-up exam.,One missed sitting can distort a record. An unavoidable illness should not erase months of learning when a controlled make-up creates little extra burden. Offering one documented make-up date therefore produces a fairer result with limited system-wide cost.,"A student kept from the hall by illness has not chosen to miss the assessment, and should not carry a penalty for it. One common make-up date, documented cause, and identical standards keep treatment equal without pretending every absence is the same.",Exceptions test what examination rules are for. Refusing every exception can make consistency look like rigor when it is really inflexibility. A limited make-up policy lets the school keep standards firm without turning procedural neatness into its highest value.,Illness breaks the normal rhythm of assessment. A make-up exam leaves the student's place in the learning process intact while avoiding an open-ended exception. The school preserves continuity without asking classmates or teachers to absorb unlimited special arrangements.,"CGS Dhaka, “Rules and Regulations” — school policy documents no make-up tests and use of alternative assessment. https://www.cgsd.edu.bd/copy-of-uniform"
63,Education,Funding allocation between schools,An education authority has extra funding that cannot meet every school's needs. Equal shares are simple and visible. Giving more to schools serving poorer pupils may address deeper barriers but leaves others with less. Officials must choose equal increases or needs-based funding.,The same grant has different effects. A classroom lacking books or support can improve more from the same grant than one already well supplied. Directing more funds toward disadvantaged schools therefore creates the greater total educational benefit.,"Pupils are owed a genuine opportunity to learn, not an identical envelope. Where basic provision is already weaker, more may be directed there without wronging anyone, provided the basis for allocation stays public, consistent, and free of political influence.",An equal split can hide unequal conditions. Spreading money evenly can look fair while avoiding harder judgments about need. A responsible authority accepts the discomfort of unequal grants when equal shares would preserve unequal schooling.,"Public schools carry very different levels of dependence. Where families have few alternatives, missing resources are harder to replace. Needs-based funding draws the system closer to those communities while preserving trust through clear explanations to schools receiving smaller increases.","South African Government (2024), “South African Schools Act: National Norms and Standards for School Funding.” https://www.gov.za/documents/notices/south-african-schools-act-national-norms-and-standards-school-funding-30-sep-2024"
64,Education,Language used for instruction,A school system must choose the main teaching language in early grades. A home language improves immediate understanding and family connection. A wider language may help later study and employment. Leaders must decide whether to begin in the home language or shift earlier.,"Comprehension in the early years matters, but the wider language governs access to secondary study, employment, and information for decades afterward. Where teachers can support the transition properly, shifting earlier compounds advantage across an entire cohort's working life.","Instruction begins with access to meaning. Children cannot receive education meaningfully in words they do not understand. A language policy may prepare pupils for wider communication, but administrative convenience cannot justify sacrificing comprehension during the early years.","Language policy teaches more than vocabulary. A system that abandons a child's first language too quickly treats advancement as separation from home. Good judgment instead builds confidence in both languages, preparing pupils for wider communication without making one identity a barrier.","A familiar language keeps early schooling connected. It links the child, family, and teacher while unfamiliar routines are forming. Introducing a wider language gradually preserves that connection instead of making school feel foreign before trust and confidence have developed.","Jessica Ball (2011), UNESCO, “Enhancing learning of children from diverse language backgrounds: mother tongue-based bilingual or multilingual education in the early years.” https://unesdoc.unesco.org/in/documentViewer.xhtml?ark=/ark:/48223/pf0000212270"
65,Education,Mainstream or specialist placement,A placement team must decide where a disabled pupil will study. Mainstream classes offer daily learning with peers and fuller participation. A specialist setting may provide more intensive support than the local school can manage. The choice is mainstream placement with support or specialist placement.,"Separate settings trade participation for concentrated support. Mainstream placement usually adds social and educational gains that separation cannot replace. Unless specialist provision is needed for substantial progress or safety, supported mainstream schooling is likely to produce the better overall outcome.",Placement decisions shape access as well as location. The pupil has a claim to equal participation and to support that makes access meaningful. A specialist placement becomes permissible when it answers the pupil's actual needs rather than the institution's convenience.,"Inclusion can become either real or symbolic. Sending every child to a separate setting is equally revealing. The better institution is one that knows its limits, strengthens ordinary participation where possible, and admits when specialist help is necessary.","School placement reorganizes a child's daily circle. Mainstream placement keeps ordinary friendships close, but only if help is dependable. The setting should be the one where familiar connections and necessary assistance can both remain real.","Finnish National Agency for Education, “Support to learning and pupil welfare system.” https://www.oph.fi/en/education-and-qualifications/support-learning-and-pupil-welfare-system"
66,Education,Admissions preference for disadvantage,A university compares two applicants with similar potential but unequal school opportunities. One has slightly higher grades from a well-resourced school; the other achieved less with serious disadvantages. The admissions committee must choose between one academic threshold and a policy that considers educational context.,"Context changes what the same grade predicts. Giving some weight to educational context can identify capable students otherwise missed and widen social returns from higher education. On these facts, contextual admission is the better policy for both institutions and applicants.","An applicant is owed judgment on what they themselves have demonstrated, not on inferences drawn from the school or household they came from. Adjusting a threshold by circumstance judges people partly by their category. Hold the threshold.","Numbers can simplify a judgment too quickly. Treating grades as complete measures can mistake inherited opportunity for merit, while treating hardship as an automatic credential creates another shortcut. Contextual review asks selectors to exercise judgment without romanticizing either advantage or disadvantage.","Educational disadvantage travels with an applicant. Family resources, school support, and earlier opportunities shape the path to the admissions table. Contextual review makes those dependencies visible, while support after admission prevents an opened door from becoming an unsupported transition.","UCAS, “Contextual admissions.” https://www.ucas.com/applying/applying-university/individual-needs/contextual-admissions"
67,Education,Repeating or advancing a grade,A school team must decide whether a struggling pupil moves to the next grade. Repeating may give more time to learn but can damage motivation and peer ties. Advancing preserves friendships but leaves gaps. The team must choose repetition or advancement with support.,"Repeating a year changes more than timing. Evidence links repetition with stigma, disengagement, and later dropout, while learning gains are uncertain. Those harms usually outweigh another year of instruction, so advancement with targeted support is more likely to improve long-term outcomes.","Promoting a pupil who has not learned the material hands them a certificate instead of an education, which is the one thing the school owed them. Repetition joined with real teaching support is the honest response to unmet learning.","Either option can become an institutional shortcut. Passing the pupil onward may avoid a hard teaching problem, while repetition may display severity rather than seriousness. Advancement with substantial support better shows a school willing to remain responsible for the pupil's progress.",Progression also affects belonging and familiar support. Repetition can separate a pupil from friends and trusted teachers at the moment help is most needed. Keeping the pupil with peers while strengthening support preserves the bonds that may help learning recover.,"OECD (2025), “How do different education systems shape student pathways in primary and lower secondary education?”, Education at a Glance 2025. https://www.oecd.org/en/publications/education-at-a-glance-2025_1c0d9c79-en/full-report/how-do-different-education-systems-shape-student-pathways-in-primary-and-lower-secondary-education_f9f4d15e.html"
68,Education,Suspension or continued attendance,"A head teacher faces repeated threats by one pupil toward classmates. Suspension may protect others and signal consequences, but exclusion can deepen disengagement and remove access to support. The head teacher must decide between a temporary suspension and continued attendance under a strict support plan.","Repeated threats change the whole classroom climate. Fear disrupts many pupils, while exclusion can deepen one pupil's disengagement. Given repeated threats, a short suspension followed by structured re-entry reduces immediate harm and offers the stronger overall prospect for safety and recovery.","Classmates can demand protection from credible threats; the disciplined pupil can demand fair procedure and continued education. Neither claim cancels the other. A proportionate temporary suspension with clear return conditions honours both, provided the evidence is sound.",Authority is tested most when consequences are hard. Excluding the pupil indefinitely would show one failure; ignoring repeated threats would show another. A limited suspension followed by a serious return plan lets authority remain firm without becoming a habit of rejection.,"Sending the pupil away breaks the one set of adult relationships that might change the behaviour, and it does so at the moment those relationships are most needed. Keep the pupil in school, closely held, with the classroom made safe by adults.","UK Department for Education, “School suspensions and permanent exclusions” statutory guidance. https://www.gov.uk/government/publications/school-suspensions-and-permanent-exclusions"
69,Education,Teaching a contested national history,A curriculum committee is revising a textbook about a disputed national event. Several evidence-based accounts may deepen understanding but anger groups seeking one shared story. A single official account is simpler but may suppress legitimate perspectives. The committee must choose plural accounts or one narrative.,"A textbook shapes understanding far beyond one lesson. Multiple evidence-based accounts strengthen critical thinking and reduce the long-term costs of hiding credible history. Unless plural treatment is likely to trigger severe immediate harm, presenting several supported accounts offers the greater educational and civic benefit.","Curriculum choices determine which evidence stays visible. Students are entitled to truthful instruction rather than a politically convenient account. Legitimate disagreement should be presented honestly, with evidence distinguished from propaganda instead of using education to impose conformity on learners.",Contested history tests the habits a curriculum teaches. Choosing one convenient story may make unity easier but weakens intellectual seriousness. A mature curriculum lets uncertainty remain visible and expects students to face difficult evidence without treating every claim as equally sound.,"Public memory enters classrooms through family histories. Different communities may carry loss, pride, or exclusion from the same event. A plural account gives those memories room without humiliating others, helping students remain connected while overlooked voices become harder to erase.","Council of Europe (2018), “Quality history education in the 21st century: Principles and guidelines.” https://edoc.coe.int/en/teaching-history/7754-quality-history-education-in-the-21st-century-principles-and-guidelines.html"
70,Education,Religious observance in public school,"A public school's governing body is reviewing a regular religious observance. Many families value the shared tradition, while pupils of other beliefs may feel pressure even when attendance is optional. Leaders must choose whether to continue the observance or replace it with a nonreligious gathering.","A shared gathering affects belonging across the school. Because optional religious observance can still leave minorities exposed, replacing it with a nonreligious gathering is more likely to preserve cohesion while reducing exclusion across the whole school.","Religious observance changes the terms of participation. Pupils should not face institutional pressure to participate in worship. If the school cannot make refusal genuinely equal and consequence-free, a nonreligious gathering better respects every pupil's standing.",A school that dissolves an inherited practice at the first sign of discomfort teaches pupils that belonging is disposable. The braver course keeps the observance and does the harder work of making refusal genuinely costless.,"Daily rituals can quietly separate some families. Minority pupils may repeatedly become the ones who leave, refuse, or explain themselves. A common nonreligious gathering removes that social burden while preserving room for faith in relationships where participation is genuinely chosen.","South African Schools Act 84 of 1996, section 7, religious observances at public schools. https://www.saflii.org/za/legis/consol_act/sasa1996228/"
71,Education,Regulating private tutoring,"An education ministry is reviewing paid tutoring outside school. Tutoring can help pupils and provide teachers income, but wealthier families can buy advantages and teachers may pressure their own pupils to pay. The ministry must choose strict limits or broad freedom with basic safeguards.","Paid tutoring changes incentives inside ordinary schooling. It can raise achievement for some pupils, yet widen inequality and distort classroom teaching when teachers sell extra help to their own students. Strong limits on conflicts and coercive practices produce the greater system-wide benefit.","Private lessons can overlap with public obligations. Teachers should not use authority over existing pupils to create private customers or withhold proper classroom instruction. Regulation may still leave families free to hire independent tutors, preserving legitimate choice without coercion.","Money can alter the teacher-pupil role. When educators profit from needs they are already responsible for addressing, professional judgment becomes entangled with self-interest. Rules should block those arrangements while leaving honest independent tutoring outside the classroom relationship.",Paid help can reshape classroom trust. A pupil should not wonder whether full attention is reserved for families who can pay after class. Regulation should protect that bond while leaving room for outside tutoring that does not exploit dependence.,"Mark Bray (2009), UNESCO IIEP, “Confronting the shadow education system: what government policies for what private tutoring?” https://www.iiep.unesco.org/en/publication/confronting-shadow-education-system-what-government-policies-what-private-tutoring"
72,Education,Closing an under-enrolled school,"A school board is considering closing a small school with falling enrollment. Consolidation would save costs and concentrate staff, but pupils would travel farther and the community would lose a local institution. The board must choose closure or keeping the school open at higher cost.",Concentrating teachers and money in fewer buildings gives more pupils better staffed classrooms and specialist subjects a small school cannot sustain. Longer journeys are a real but bounded cost. Closure produces the larger educational gain for the district as a whole.,"Closure decisions affect access as well as budgets. Public funds must be managed responsibly, but pupils also deserve reasonable access and communities deserve fair consultation. Closing a school is permissible only through transparent criteria that take those claims seriously.","A shrinking school forces uncomfortable public choices. Keeping every building open can turn loyalty into avoidance, while closing by spreadsheet can turn efficiency into indifference. The board's decision should show that it owns both the savings sought and the disruption imposed.","Distance changes how families remain connected to school. Staff ties and community routines also disappear with closure. Those losses deserve more weight where alternatives are thin, because the affected relationships cannot be recreated by moving resources.","Ontario Ministry of Education (2015), “Pupil Accommodation Review Guideline.” https://efis.fma.csc.gov.on.ca/faab/Memos/B2015/B9_EN_attach2.pdf"
73,Education,Teacher force allegation,A pupil says a teacher used excessive force during a confrontation. The evidence is unsettled. Removing the teacher from pupil contact protects against possible harm but can damage reputation and disrupt classes. The head teacher must choose temporary removal or continued work with safeguards.,"Uncertainty makes both action and inaction risky. Another child could be harmed if the allegation is true, while temporary reassignment is reversible if it is false. Moving the teacher away from pupil contact during investigation therefore creates the safer balance of consequences.","Two claims arrive before the facts do. The teacher keeps the presumption of innocence and fair process; the children keep their claim to protection from avoidable risk. Temporary reassignment answers both, because a precaution is not a verdict.",Cases like this expose how leaders handle uncertainty. Leaving the teacher untouched may look loyal but can become denial; public punishment before facts are known can become scapegoating. Quiet temporary reassignment shows steadiness without pretending the investigation is already finished.,"Investigation can strain trust on both sides. The pupil needs to know that reporting possible harm does not require immediate contact with the accused teacher, while the teacher remains part of a professional community owed support. Temporary separation protects both relationships.","UK Department for Education (2025), “Keeping children safe in education 2025,” paras. 383–386 on suspension and alternatives during allegations. https://assets.publishing.service.gov.uk/media/68add931969253904d155860/Keeping_children_safe_in_education_from_1_September_2025.pdf"
74,Education,Child withdrawn for household work,A school head learns that a pupil stopped attending because the family needs the child's income. Formal referral may protect education but deepen hardship. Temporary withdrawal reduces pressure but risks permanent dropout. The school must choose referral or temporary acceptance while working with the family.,"School withdrawal creates immediate and future losses. Keeping a child in work may ease household pressure now but risks lasting educational harm. Formal referral is preferable when it connects the family to support, preserving schooling while reducing the hardship that caused withdrawal.",Household need does not erase educational claims. A child's right to schooling cannot be traded away because the family needs income. The school should use proper attendance procedures while public support addresses poverty rather than accepting the loss of education.,"Poverty makes simple rule-following morally revealing. Ignoring the withdrawal would let hardship quietly erase a child's future, while rigid enforcement could become hardness toward the family. Formal action joined with practical help proves the school takes both education and poverty seriously.","A referral turns the school into another authority pressing on a household already stretched, and the child still goes home to that household every night. Better to stay alongside the family, find the income elsewhere, and keep the door open.","UNICEF Innocenti (2024), “Child Labour and Schooling in Bangladesh: Insights from data and evidence.” https://www.unicef.org/innocenti/reports/child-labour-and-schooling-bangladesh"
75,Education,AI detector and disputed authorship,"An instructor suspects an essay was AI-generated after detection software flags it. The student denies this, and the tool can be wrong. Ignoring the flag may miss misconduct; treating it as proof may punish innocent work. The instructor must decide whether stronger evidence is required.","A detector flag creates two kinds of error. False accusations can damage grades, trust, and academic standing more severely than one missed misconduct case. Requiring stronger evidence before a formal case therefore minimizes expected harm while preserving a credible route to investigate suspicious work.","Suspicion changes a student's standing before proof exists. A detector score may justify questions, but formal accusation requires adequate evidence and a fair chance to respond. Due process protects the student without preventing the instructor from investigating genuine concerns.","Software can make uncertainty look more settled. Treating a score as proof would make the institution less responsible, not more objective. The better academic practice is to investigate, admit uncertainty, and own the final assessment rather than outsource it.","Academic suspicion enters an existing teaching relationship. The student depends on the instructor to judge work fairly, not merely process a score. Conversation and stronger evidence keep that relationship open while still allowing genuine concerns about authorship to be investigated.","Weber-Wulff et al. (2023), “Testing of detection tools for AI-generated text,” International Journal for Educational Integrity. https://link.springer.com/article/10.1007/s40979-023-00146-z"
76,Education,Remote exam surveillance,"A university must supervise an important online exam. Remote proctoring records students at home and flags unusual behavior, which may deter cheating. It also enters private spaces and can misread ordinary movements. Leaders must choose required proctoring or a less intrusive assessment with weaker surveillance.","Remote monitoring spreads risk across every examinee. It may deter cheating, but it also creates privacy loss, stress, and false suspicion across the whole cohort. When assessment can be redesigned instead, those broader harms make a less intrusive format the safer net choice.","Online assessment still reaches into private space. Students may be required to prove identity and follow examination rules, but surveillance must remain necessary and proportionate. If integrity can be protected another way, excessive recording of students' homes lacks sufficient justification.",Surveillance can become an easy substitute for trust. A university that responds to every risk by watching more closely gradually becomes suspicious by design. Redesigning assessment shows that standards can be protected without allowing technological convenience to define the institution's posture.,"Home is not equally private for everyone. Students may share rooms, live with family, or manage disabilities that make surveillance more intrusive. A less invasive assessment preserves those relationships and keeps human support available when unusual behavior needs explanation.","Coghlan, Miller & Paterson (2021), “Good Proctor or ‘Big Brother’? Ethics of Online Exam Supervision Technologies,” Philosophy & Technology. https://pubmed.ncbi.nlm.nih.gov/34485025/"
77,Education,Automated scoring of student writing,"An assessment provider is considering automated essay scoring. The system is fast and consistent and can reduce marking costs, but it may miss creativity or unusual reasoning that human readers understand. The provider must choose machine-determined scores or automated scoring combined with human judgment.","Automated marking trades scale for interpretive limits. It can improve consistency and lower costs, but unreviewed errors may alter educational paths. Combining machine scoring with human review keeps most efficiency gains while reducing costly misjudgments, so the hybrid approach performs best.",A score can affect standing without explaining itself. Students are entitled to assessment by relevant criteria and a process that can correct mistakes. Human review preserves accountability when an automated judgment influences educational standing or future opportunities.,"Measurement tools can quietly redefine good writing. If evaluators accept only what software recognizes, efficiency begins determining the meaning of quality. Keeping human judgment in the process shows that the provider still accepts responsibility for interpretation and difficult cases.",Writing still passes from one person to another. A student whose voice or language falls outside the system's patterns needs an actual reader when the score seems wrong. Human review keeps assessment responsive instead of leaving the student with an unanswerable mechanism.,"ETS, “About the e-rater Scoring Engine.” https://www.ets.org/erater/about.html"
78,Education,Student AI use and disclosure,A course permits generative AI for parts of written assignments. The instructor must decide whether students disclose how they used it. Disclosure can clarify authorship but may discourage legitimate assistance and add reporting work. The choice is required disclosure or permitted use without reporting.,"Detailed reporting on permitted assistance rarely changes what a marker can tell about the work, but it does deter students from using a tool the course already allows. The reporting cost buys little and discourages legitimate use.","Permitted assistance still affects what authorship means. A student should not create a false impression about who produced the assessed contribution. When AI materially shapes the submission, acknowledging that assistance is part of honest authorship under clear and consistent rules.",Tool use can shape habits of ownership. Hiding permitted assistance can still train students to avoid responsibility for how work was produced. A brief disclosure keeps AI use connected to intellectual ownership without turning transparency into ritual paperwork.,Unclear boundaries can make students hide uncertainty. A simple disclosure rule leaves conversation with the instructor open and gives students a safe way to ask what is acceptable. The requirement works best when uncertainty invites guidance rather than punishment.,"University of Auckland, “Advice for students on using Artificial Intelligence.” https://www.auckland.ac.nz/en/students/forms-policies-and-guidelines/student-policies-and-guidelines/academic-integrity-copyright/advice-for-student-on-using-ai.html"
79,Education,Equal access to school-provided AI,"A school system is considering giving every pupil access to an approved generative AI tool. Equal access could reduce advantages held by families buying commercial tools, but the system can still make mistakes or unsuitable suggestions. Leaders must choose broad access or continued restriction.","School-provided AI changes access and exposure together. A protected tool can spread learning benefits more evenly while reducing reliance on less controlled commercial systems. With safeguards already built in, broad access is likely to create more educational benefit than continued restriction.","A school may not hand every pupil a system it knows produces confident falsehoods, however evenly it hands it out. Equal exposure to an unreliable tool is not equal treatment. Access should wait until the school can stand behind it.","New tools test whether adoption is thoughtful. Refusing them simply from fear can become timidity, while distributing them to appear modern makes innovation performative. Guarded access better teaches pupils to question powerful tools rather than either worshipping or avoiding them.","School access matters most where home access is thin. Pupils without comparable tools depend more heavily on what school provides. Giving them the approved system narrows that gap, but teachers should remain available when the tool confuses or misleads.","New South Wales Department of Education, “Student use of NSWEduChat.” https://education.nsw.gov.au/schooling/parents-and-carers/artificial-intelligence/student-use-of-nsweduchat"
80,Education,Predictive alerts for struggling students,"A university uses activity data to predict who may fail a course. Advisers can contact flagged students early, but predictions can be wrong and students may feel watched or labeled. Leaders must choose whether alerts trigger outreach or support begins only when students ask.","Early alerts change when support begins. A respectful message can prevent failure for students who might otherwise remain unnoticed, while a false prediction creates limited harm if no penalty follows. Supportive outreach therefore offers greater overall benefit than waiting for self-referral.","Prediction changes how institutions may treat a person. An alert can justify offering help, but it should never restrict opportunities or treat predicted failure as fact. The student remains entitled to privacy, explanation, and freedom to decline support.","Forecasts can tempt advisers to stop judging. Ignoring useful warning signs would be negligent, but treating a score as destiny would make advisers intellectually lazy. Using alerts as questions rather than verdicts keeps judgment active and revisable.","Outreach can restore contact before failure becomes isolation. Students most in need of help may be least able to ask for it. A personal message can reopen connection, provided advisers listen to the response and do not turn support into monitoring.","The Open University, “Learning analytics.” https://help.open.ac.uk/index.php/learning-analytics"
